lesson_no,question_no,type,question,correct_letters,correct_answers,option_a,option_b,option_c,option_d
"5","23","single","Hành vi nào sau đây là ví dụ về đối tượng của tố cáo?","B","Hành vi tham nhũng của cán bộ nhà nước","Quyết định thu hồi giấy phép kinh doanh","Hành vi tham nhũng của cán bộ nhà nước","Hành vi từ chối tiếp nhận hồ sơ","Quyết định kỷ luật của cơ quan quản lý nhà nước"
"5","24","single","Ngày 20/02/2020, vợ anh Nguyễn Văn Minh (sinh năm 1995) sinh bé Nguyễn Minh Ngọc. Ba tháng sau, anh Minh mới ra phường để làm giấy khai sinh cho bé Nguyễn Minh Ngọc. Công an phường đã xửphạt anh Minh 200.000 đồng về việc làm giấy khai sinh muộn. Lựa chọn chủ thể của vi phạm hành chính trên?","C","Anh Nguyễn Văn Minh","Cơ quan đăng ký hộ tịch","Công an phường","Anh Nguyễn Văn Minh","Bé Nguyễn Minh Ngọc"
"5","25","single","Công ty TNHH XYZ vi phạm quy định về bảo vệ môi trường và bị xử phạt hành chính. Hình thức xử phạt nào không thể áp dụng cho công ty này?","B","Trục xuất","Tịch thu tang vật vi phạm","Trục xuất","Tước quyền sử dụng giấy phép","Phạt tiền"
"5","26","single","Xác định điểm khác biệt giữa khiếu nại và tố cáo?","A","Khiếu nại nhằm khôi phục quyền lợi cá nhân, trong khi tố cáo nhằm bảo vệ lợi ích chung","Khiếu nại nhằm khôi phục quyền lợi cá nhân, trong khi tố cáo nhằm bảo vệ lợi ích chung","Khiếu nại chỉ được thực hiện bởi công dân Việt Nam","Tố cáo không cần lý do cụ thể, trong khi khiếu nại thì có","Khiếu nại chỉ áp dụng cho cá nhân, trong khi tố cáo áp dụng cho tổ chức"
"5","27","single","Xác định hình thức lỗi nào sau đây thể hiện thái độ coi thường pháp luật?","A","Lỗi cố ý","Lỗi cố ý","Lỗi chủ quan","Lỗi khách quan","Lỗi vô ý"
"5","28","single","Xác định yếu tố thuộc mặt khách quan của vi phạm hành chính?","C","Anh A đi xe máy lạng lách, vượt đèn đỏ","Anh A xâm phạm quy tắc quản lý nhà nước về An toàn giao thông","Lỗi của Anh A là lỗi cố ý vượt đèn đỏ khi tham gia giao thông","Anh A đi xe máy lạng lách, vượt đèn đỏ","Chủ thể là Anh A"
"5","29","single","Xác định yếu tố bắt buộc trong mặt chủ quan của vi phạm hành chính?","C","Lỗi của chủ thể vi phạm","Hành vi vi phạm hành chính","Mục đích","Lỗi của chủ thể vi phạm","Động cơ"
"5","30","single","Xác định hình thức xử phạt chính trong các hình thức xử phạt sau?","A","Cảnh cáo","Cảnh cáo","Tịch thu tang vật","Trục xuất","Tước chứng chỉ hành nghề"
"6","1","single","Thế nào là quan hệ tài sản?","D","Quan hệ giữa người với người thông qua một tài sản","Quan hệ giữa nhiều người thông qua một tài sản","Quan hệ giữa hai người thông qua một tài sản","Quan hệ giữa hai tài sản thông qua một người","Quan hệ giữa người với người thông qua một tài sản"
"6","2","single","Phương pháp điều chỉnh của ngành Luật dân sự là gì?","D","Phương pháp tự định đoạt","Phương pháp mệnh lệnh","Phương pháp hướng dẫn","Phương pháp quyền uy","Phương pháp tự định đoạt"
"6","3","single","Xác định loại văn bản quy phạm pháp luật không phải là nguồn của ngành Luật dân sự?","C","Luật hành chính, Bộ Luật Hình sự","Hiến pháp, Bộ Luật dân sự","Luật doanh nghiệp, Luật sở hữu trí tuệ","Luật hành chính, Bộ Luật Hình sự","Luật hôn nhân của gia đình"
"6","4","single","Tài sản bao gồm những gì?","C","Vật, tiền, giấy tờ có giá và các quyền tài sản","Vật, tiền, bất động sản, giấy tờ có giá, chứng khoán kinh doanh","Cổ phiếu, trái phiếu, tiền, nhà, quyền sử dụng đất","Vật, tiền, giấy tờ có giá và các quyền tài sản","Tiên, giấy tờ có giá, các quyền tài sản, nhãn hiệu hàng hóa"
"6","5","single","Phân biệt quyền chiếm hữu và quyền sử dụng? Quyền chiếm hữu là quyền nằm giữ, quản lý tài sản còn quyền sử dụng là quyền khai thác công dụng, hưởng hoa lợi, lợi tức từ tài sản*","A","Quyền chiếm hữu là quyền khai thác công dụng, hướng hoa lợi, lợi tức từ tài sản còn quyền sử dụng là quyền nằm giữ, quản lý tài sản","Quyền chiếm hữu là quyền khai thác công dụng, hướng hoa lợi, lợi tức từ tài sản còn quyền sử dụng là quyền nằm giữ, quản lý tài sản","Quyền chiếm hữu là quyền nằm giữ, quản lý tài sản còn quyền sử dụng là quyền","năng của chủ thể sở hữu để quyết định về ""số phận"" của tài sản","Quyền chiếm hữu là quyền năng của chủ thể sở hữu để quyết định về ""số phận"" của tài sản còn quyền sử dụng là quyền khai thác công dụng, hưởng hoa lợi, lợi tức từ tài sản"
"6","6","single","Phân biệt chiếm hữu hợp pháp và chiếm hữu bất hợp pháp?","B","Chiếm hữu hợp pháp là hình thức chiếm hữu tài sản có căn cứ pháp luật còn chiếm hữu bất hợp pháp là việc chiếm hữu tài sản mà không dựa trên những cơ sở pháp luật","Tất cả các phương án trên đều sai","Chiếm hữu hợp pháp là hình thức chiếm hữu tài sản có căn cứ pháp luật còn chiếm hữu bất hợp pháp là việc chiếm hữu tài sản mà không dựa trên những cơ sở pháp luật","Chiếm hữu hợp pháp là hình thức chiếm hữu tài sản không trái pháp luật còn chiếm hữu bất hợp pháp là hình thức chiếm hữu tài sản trái pháp luật","Chiếm hữu hợp pháp là hình thức chiếm hữu phù hợp với pháp luật quốc tế còn chiếm hữu bất hợp pháp là hình thức chiếm hữu trái pháp luật quốc tế"
"6","7","single","Phân biệt người thừa kế và người để lại di sản thừa kế? Người thừa kế là người hưởng di sản thừa kế còn Người để lại di sản thừa kể là","B","Người thừa kế là người hưởng di sản thừa kế theo di chúc hoặc theo pháp luật còn Người để lại di sản thừa kế là người mà sau khi chết có tài sản để lại cho người khác theo trình tự thừa kế theo di chúc hoặc theo pháp luật","người chết để lại tài sản cho người khác","Người thừa kế là người hưởng di sản thừa kế theo di chúc hoặc theo pháp luật còn Người để lại di sản thừa kế là người mà sau khi chết có tài sản để lại cho người khác theo trình tự thừa kế theo di chúc hoặc theo pháp luật","Người thừa kế là người hưởng di sản thừa kế theo di chúc còn Người để lại di sản thừa kế là người chết để lại tài sản cho người khác theo di chúc","Người thừa kế là người hưởng di sản thừa kế theo pháp luật còn Người để lại di sản thừa kế là người chết để lại tài sản cho người khác theo pháp luật"
"6","8","single","Ông Hoàng Thành Long (1960) và bà Nguyễn Thanh Hương (1965) là vợ chồng, có 2 người con là anh Hoàng Thành Đạt (1987) và chị Hoàng Hương Lan (1992). Năm 2020, ông Long chết do tai nạn giao thông mà không để lại di chúc. Biết rằng: Trong thời kỳ hôn nhân, ông Long và bà Hương mua được ngôi nhà trị giá 1,2 tỷ đồng. Ngoài ra, ông Long còn có tài sản trị giá 200 triệu đồng được thừa kế từ ông bác ruột. Ông Long có mẹ già sống ở quê. Xác định giá trị tổng tài sản của ông Long?","A","800 triệu đồng","800 triệu đồng","600 triệu đồng","700 triệu đồng","500 triệu đồng"
"6","9","single","Hai vợ chồng anh Phạm Trung Kiên (1982) và chị Trần Thị Loan (1986) có một người con chung là cháu Phạm Thanh Hùng (2007) và có một ngôi nhà chung trị giá 900 triệu đồng. Năm 2020, chị Loan mất có để lại di chúc toàn bộ tài sản của mình cho em trai ruột là anh Trần Gia Huy bị tàn tật. Anh Kiên khởi kiện vì cho rằng mình và con trai cũng có phần tài sản trong đó. Xác định giá trị tài sản mà cháu Hùng được hưởng từ chị Loan mà không phụ thuộc vào nội dung di chúc (Biết rằng: bố mẹ đẻ của chị Loan đã mất).","D","150 triệu đồng","450 triệu đồng","900 triệu đồng","225 triệu đồng","150 triệu đồng"
"6","10","single","Ông Trần Văn Khánh (1961) và bà Phạm Thị Nga (1960) là vợ chồng, có 2 người con là anh Trần Khánh Quang (1987) và chị Trần Hương Sen (1992). Ngoài ra, ông Khánh còn có một người con riêng là Trần Thành Kiên (1990). Năm 2014, anh Quang kết hôn với chị Ngân và có hai con chung là các cháu Trần Thanh Trường (2015) và Trần Yến Nhi (2017). Năm 2019, anh Quang chết do bị tai nạn. Năm 2021, ông Khánh mất vì trọng bệnh và không để lại di chúc. Biết rằng: Tài sản chung của ông Khánh và bà Nga là ngôi nhà trị giá 2,4 tỷ đồng. Ông Khánh còn có người mẹ già sống ở quê. Xác định giá trị một suất thừa kế thế vị khi chia di sản thừa kế của ông Khánh?","B","120 triệu đồng","200 triệu đồng","120 triệu đồng","100 triệu đồng","240 triệu đồng"
"6","11","single","Ông Hoàng Văn Thành (1960) và bà Nguyễn Thị Thanh (1965) là vợ chồng, có 3 người con là anh Hoàng Đạt (1988), chị Hoàng Lan (1990) và anh Hoàng Thúc (1995). Năm 2019, anh Thúc bị kết án vì hành vi hành hạ và ngược đãi ông Thành. Năm 2020, ông Thành chết do bệnh nặng mà không để lại di chúc. Biết rằng: Trong thời kỳ hôn nhân, ông Thành và bà Thanh mua được ngôi nhà trị giá 1,2 tỷ đồng. Ông Thành có cha già sống ở quê. Xác định những người thuộc hàng thừa kế thứ nhất khi chia di sản thừa kế của ông Thành?","C","Anh Đạt, chị Lan, bà Thanh, cha của ông Thành","Anh Đạt, chị Lan, cha của ông Thành","Anh Đạt, chị Lan, anh Thúc","Anh Đạt, chị Lan, bà Thanh, cha của ông Thành","Bà Thanh, anh Đạt, chị Lan, anh Thúc"
"6","12","single","Ông Nguyễn Văn Quang (1965) kết hôn với bà Hoàng Thị Thắm (1962) vào năm 1988 và có được 2 người con là anh Nguyễn Hoàng Trọng (1989) và chị Nguyễn Kim Hoa (1993). Tài sản chung của vợ chồng ông Quang và bà Thắm là ngôi nhà trị giá 900 triệu đồng. Năm 1999, ông Quang dọn đến sống chung với bà Lê Thanh Nga (1974) như vợ chồng và có một con chung là anh Nguyễn Huy Hoàng (2000). Trong thời gian chung sống với bà Nga, ông Quang đã mua một mảnh đất trị giá 700 triệu đồng đứng tên ông. Năm 2015, ông Quang mất và không để lại di chúc. Biết mẹ đẻ của ông Quang đang sống ở quê. Xác định giá trị một suất thừa kế theo pháp luật của ông Quang?","A","160 triệu đồng","160 triệu đồng","180 triệu đồng","400 triệu đồng","320 triệu đồng"
"6","13","single","Hai vợ chồng anh Phạm Trung Trực (1981) và chị Trần Thị Thơ (1985) có một người con chung là cháu Phạm Thanh Tú (2007) và có một ngôi nhà chung trị giá 3,6 tỷ đồng. Năm 2020, chị Thơ mất có để lại di chúc toàn bộ tài sản của mình cho em trai ruột là anh Trần Xuân Bách bị bệnh suy thận. Biết rằng: bố mẹ đẻ của chị Thơ đã mất. Xác định giá trị tài sản mà anh Bách được thừa kế của chị Thơ?","D","600 triệu đồng","1800 triệu đồng","900 triệu đồng","450 triệu đồng","600 triệu đồng"
"6","14","single","Hai vợ chồng ông Trần Minh Phú (1962) và bà Lê Thu An (1966) có được 2 người con là chị Trần An Vân (1987) và anh Trần Minh Đăng (1991). Tài sản chung của ông Phú và bà An là ngôi nhà trị giá 2,4 tỷ đồng. Ngoài ra, bà An còn có tài sản riêng trị giá 750 triệu đồng. Năm 2010 bà An mất không để lại di chúc (Cha mẹ ruột của bà An đã mất). Năm 2012, chị Vân lấy chồng là anh Đỗ Khánh Tùng (1984) và sinh được cháu Đỗ Tuấn Phong (2014). Tài sản chung của vợ chồng anh Tùng và chị Vân là ngôi nhà trị giá 680 triệu đồng. Năm 2022, chị Vân mất do tai nạn và không để lại di chúc. Xác định giá trị tổng tài sản của chị Vân?","A","990 triệu đồng","990 triệu đồng","680 triệu đồng","880 triệu đồng","750 triệu đồng"
"6","15","single","Ông Trần An Sơn (1964) và bà Phan Thu Thảo (1968) là vợ chồng, có được 2 người con là chị Trần Thị Huyền (1988) và anh Trần Minh Phúc (1990). Tài sản chung của ông Sơn và bà Thảo là ngôi nhà trị giá 2,4 tỷ đồng. Ngoài ra, bà Thảo còn có tài sản riêng trị giá 750 triệu đồng. Năm 2014, bà Thảo mất không để lại di chúc (cha mẹ ruột của bà Thảo đã mất). Năm 2015, chị Huyền lấy chồng là anh Đỗ Khánh Hoàng (1984) và sinh được cháu Đỗ Tuấn Thịnh (2017). Tài sản chung anh Hoàng và chị Huyền là ngôi nhà trị giá 1,4 tỷ đồng. Năm 2022, chị Huyền mất do tai nạn và không để lại di chúc. Xác định giá trị một suất thừa kế theo pháp luật khi chia di sản thừa kế của chị Huyền?","C","450 triệu đồng","550 triệu đồng","650 triệu đồng","450 triệu đồng","750 triệu đồng"
"6","16","single","Chỉ ra quan hệ xã hội nào là quan hệ thừa kế?","D","Quan hệ xã hội về việc chuyển giao di sản của người chết cho người còn sống","Quan hệ xã hội về việc mua bán tài sản giữa hai người còn sống","Quan hệ xã hội về việc chuyển giao tài sản giữa hai người còn sống","Quan hệ xã hội về việc cho tặng tài sản giữa hai người còn sống","Quan hệ xã hội về việc chuyển giao di sản của người chết cho người còn sống"
"6","17","single","Hai vợ chồng ông Trần Minh Huy (1964) và bà Lê Thương (1968) có được 2 người con là chị Trần Thương Hiếu (1988) và anh Trần Minh Đăng (1990). Tài sản chung của vợ chồng ông Huy và bà Thương là ngôi nhà trị giá 2,4 tỷ đồng. Năm 2014, bà Thương mất không để lại di chúc (cha mẹ ruột của bà Thương đã mất). Năm 2015, chị Hiếu lấy chồng là anh Đỗ Khánh Nam (1984) và sinh được cháu Đỗ Gia Bảo (2017). Xác định những người được hưởng di sản thừa kế của bà Thương?","B","Ông Huy, chị Hiếu, anh Đăng","Chị Hiếu, anh Đăng, cháu Bảo, anh Nam","Ông Huy, chị Hiếu, anh Đăng","Chị Hiếu, anh Đăng, cháu Bảo","Chị Hiếu, anh Đăng"
"6","18","single","Hai vợ chồng ông Nguyễn Văn Quang (1965) và bà Hoàng Thị Thắm (1962) có được 2 người con là anh Nguyễn Hoàng Trọng (1989) và chị Nguyễn Kim Hoa (1993). Tài sản chung của vợ chồng ông Quang và bà Thầm là ngôi nhà trị giá 900 triệu đồng. Năm 1999, ông Quang dọn đến sống chung với bà Lê Thanh Nga (1974) như vợ chồng và có một con chung là anh Nguyễn Huy Hoàng (2000), bà Nga có 1 người con riêng là chị Lâm Thanh Lệ (1996). Trong thời gian chung sống với bà Nga, ông Quang đã mua một mảnh đất trị giá 700 triệu đồng đứng tên ông. Năm 2015, ông Quang mất và không để lại di chúc. Biết bố đẻ của ông Quang đang sống ở quê. Xác định những người thuộc hàng thừa kế thứ nhất của ông Quang?","C","Bà Thắm, anh Trọng, chị Hoa, anh Hoàng, bố đẻ ông Quang","Bà Thắm, anh Trọng, chị Hoa, bố đẻ ông Quang","Anh Trọng, chị Hoa, chị Lệ, anh Hoàng, bố đẻ ông Quang","Bà Thắm, anh Trọng, chị Hoa, anh Hoàng, bố đẻ ông Quang","Anh Trọng, chị Hoa, bố đẻ ông Quang, bà Nga, chị Lệ, anh Hoàng"
"6","19","single","Hai vợ chồng ông Nguyễn Văn Đức (1965) và bà Hoàng Thị Nụ (1962) có được 2 người con là anh Nguyễn Hoàng Tuấn (1989) và chị Nguyễn Kim Thu (1993). Tài sản chung của vợ chồng ông Đức và bà Nụ là ngôi nhà trị giá 800 triệu đồng. Năm 1999, ông Đức dọn đến sống chung với bà Lê Thanh Tuyết (1974) như vợ chồng, bà Tuyết có 1 người con riêng là chị Lâm Thanh An (1996). Trong thời gian chung sống với bà Tuyết, ông Đức đã mua một mảnh đất trị giá 600 triệu đồng đứng tên ông. Năm 2015, ông Đức mất và không để lại di chúc. Biết cha đẻ của ông Đức đang sống ở quê. Xác định giá trị tổng tài sản của ông Đức?","A","700 triệu đồng","700 triệu đồng","1400 triệu đồng","600 triệu đồng","800 triệu đồng"
"6","20","single","Giá trị nhân thân không có đặc điểm nào dưới đây?","A","Xác định giữa những người thân trong gia đình","Xác định giữa những người thân trong gia đình","Không chuyển nhượng được cho người khác","Thể hiện lợi ích tinh thần của một chủ thể","Không xác định được bằng tiền"
"6","21","single","Giải thích căn cứ phân loại tài sản thành động sản và bất động sản?","D","Dựa vào thuộc tính tự nhiên của tài sản và có thể chuyển dịch bằng cơ học hay không","Dựa vào thuộc tính vật lý của tài sản và có thể chuyển dịch bằng cơ học hay không","Dựa vào giá trị của tài sản và có thể chuyển dịch bằng cơ học hay không","Dựa vào thuộc tính hóa học của tài sản và có thể chuyển dịch bằng cơ học hay không","Dựa vào thuộc tính tự nhiên của tài sản và có thể chuyển dịch bằng cơ học hay không"
"6","22","single","Xác định trường hợp không bị truất quyền hưởng di sản thừa kế? Người có hành vi lừa dối, cưỡng ép hoặc ngăn cản người để lại di sản trong việc lập di chúc Người không bị kết án về hành vi cố ý xâm phạm tính mạng thừa kế khác nhằm","A","hướng một phần hoặc toàn bộ phần di sản mà người thừa kế đó có quyền hưởng","hướng một phần hoặc toàn bộ phần di sản mà người thừa kế đó có quyền hưởng","Người bị kết án về hành vi cố ý xâm phạm tính mạng, sức khỏe hoặc về hành vi","ngược đãi nghiêm trọng, hành hạ người để lại di sản","Người vi phạm nghiêm trọng nghĩa vụ nuôi dưỡng người để lại di sản"
"6","23","single","Ông Nguyễn Văn Tiến (1965) kết hôn với bà Hoàng Thị Tâm (1962) vào năm 1988 và có được 2 người con là anh Nguyễn Hoàng Trọng (1989) và chị Nguyễn Kim Hoa (1993). Tài sản chung của vợ chồng ông Tiến và bà Tâm là ngôi nhà trị giá 800 triệu đồng. Năm 1999, ông Tiến dọn đến sống chung với bà Lê Thanh Yến (1974) như vợ chồng, bà Yến có 1 người con riêng là chị Trần Thị Lan Hương (1996). Trong thời gian chung sống với bà Yến, ông Tiến đã mua một mảnh đất trị giá 600 triệu đồng đứng tên ông. Năm 2015, ông Tiến mất và không để lại di chúc. Biết cha đẻ của ông Tiến đang sống ở quê. Xác định người không được thừa kế di sản của ông Tiến?","D","Bà Yến, chị Hương","Bà Tâm, chị Hương","Cha đẻ của ông Tiến","Chị Hương, cha đẻ của ông Tiến","Bà Yến, chị Hương"
"6","24","single","Hai vợ chồng anh Phạm Trung Tuấn (1979) và chị Trần Thị Ngát (1982) có một người con chung là cháu Phạm Thanh Sơn (2007) và có một ngôi nhà chung trị giá 1,2 tỷ đồng. Năm 2020, chị Ngát mất có để lại di chúc toàn bộ tài sản của mình cho em trai ruột là anh Trần Việt Đức bị bệnh tim bẩm sinh. Biết rằng: bố mẹ đẻ của chị Ngát đã mất. Xác định giá trị tài sản thuộc sở hữu của anh Tuấn sau khi chia di sản thừa kế của chị Ngát?","D","800 triệu đồng","400 triệu đồng","600 triệu đồng","200 triệu đồng","800 triệu đồng"
"6","25","single","Ông Nguyễn Thành Phát (1962) và bà Trần Thanh Nhàn (1963) là vợ chồng, có 3 người con là anh Nguyễn Xuân Thành (1986), chị Nguyễn Thị Hương (1991) và anh Nguyễn Xuân Hưng (1992). Năm 2018, anh Hưng bị kết án vì hành vi hành hạ và ngược đãi ông Phát. Năm 2020, ông Phát chết do đột quỵ mà không để lại di chúc. Biết rằng: Trong thời kỳ hôn nhân, ông Phát và bà Nhàn mua được ngôi nhà trị giá 2 tỷ đồng. Ngoài ra, ông Phát còn có tài sản trị giá 200 triệu đồng được thừa kế từ ông bác ruột. Ông Phát có mẹ già sống ở quê. Xác định giá trị một suất thừa kế theo pháp luật khi chia di sản thừa kế của ông Phát?","B","300 triệu đồng","400 triệu đồng","300 triệu đồng","500 triệu đồng","240 triệu đồng"
"6","26","single","Đối tượng điều chỉnh của Luật dân sự là gì? Những nhóm quan hệ tài sản và quan hệ nhân thân trong quan hệ dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động* Những nhóm quan hệ tài sản và quan hệ nhân thân trong quan hệ dân sự, hình sự, hôn nhân và gia đình, kinh doanh, thương mại","A","Những nhóm quan hệ tài sản và quan hệ nhân thân trong quan hệ hành chính, hôn","Những nhóm quan hệ tài sản và quan hệ nhân thân trong quan hệ hành chính, hôn","nhân và gia đình, kinh doanh, thương mại","Những nhóm quan hệ tài sản và quan hệ nhân thân trong quan hệ hình sự, hành","chính, hôn nhân và gia đình, kinh doanh, thương mại"
"6","27","single","Giải thích mối quan hệ của người thừa kế với người để lại di sản thừa kế trong trường hợp chia di sản thừa kế theo pháp luật?","D","Người thừa kế là cá nhân, phải là những người có quan hệ hôn nhân, quan hệ huyết thống, quan hệ nuôi dưỡng với người để lại di sản thừa kế","Người thừa kế phải có mối quan hệ thân thiết với người để lại di sản thừa kế","Người thừa kế là cá nhân, phải là những người có quan hệ hôn nhân hoặc quan hệ huyết thống với người để lại di sản thừa kế","Người thừa kế phải có mối quan hệ họ hàng trong phạm vi ba đời với người để lại di sản thừa kế","Người thừa kế là cá nhân, phải là những người có quan hệ hôn nhân, quan hệ huyết thống, quan hệ nuôi dưỡng với người để lại di sản thừa kế"
"6","28","single","Ông Hoàng Thành Minh (1963) và bà Nguyễn Thanh Quý (1961) là vợ chồng, có 2 người con là anh Hoàng Thành Tùng (1989) và chị Hoàng Quý Lan (1993). Năm 2014, anh Tùng kết hôn với chị Trâm và có hai con chung là các cháu Hoàng Thành Nam (2015) và Hoàng Vân Anh (2018). Năm 2019, anh Tùng chết do bị tai nạn. Năm 2021, ông Minh mất vì đột quỵ và không để lại di chúc. Biết rằng: Tài sản chung của ông Minh và bà Quý là ngôi nhà trị giá 2,4 tỷ đồng. Ông Minh còn có người cha già sống ở quê. Xác định người được thừa kế thế vị khi chia di sản thừa kế của ông Minh?","A","Cháu Nam và cháu Vân Anh","Cháu Nam và cháu Vân Anh","Anh Tùng, chị Lan","Cháu Vân Anh","Cháu Nam"
"6","29","single","Chỉ ra trường hợp không thuộc diện “ những người được hưởng di sản kế thừa mà không phụ thuộc vào nội dung di chúc” theo điều 644 – Bộ luật Dân sự năm 2015?","B","Con thành niên có khả năng lao động","Cha, mẹ, vợ chồng","Con thành niên có khả năng lao động","Con chưa thành niên","Con thành niên mà không có khả năng lao động"
"6","30","single","Phân biệt hình thức sở hữu chung và hình thức sở hữu riêng? Sở hữu chung là sở hữu của nhiều chủ thể đối với tài sản còn Sở hữu riêng là sở hữu của một cá nhân hoặc một pháp nhân*","A","Sở hữu chung là sở hữu của nhiều pháp nhân hoặc cá nhân còn Sở hữu riêng là sở hữu của một cá nhân","Sở hữu chung là sở hữu của nhiều pháp nhân hoặc cá nhân còn Sở hữu riêng là sở hữu của một cá nhân","Sở hữu riêng là sở hữu của một một pháp nhân còn Sở hữu chung là sở hữu của nhiều pháp nhân","Sở hữu riêng là sở hữu của một cá nhân còn Sở hữu chung là sở hữu của nhiều cá","nhân đối với một tài sản"
"7","1","single","Luật Hình sự Việt Nam được định nghĩa là gì? Một ngành luật điều chỉnh quan hệ dân sự","D","định hình phạt đối với những tội phạm ấy","Một hệ thống quy phạm về kinh tế","Một ngành luật liên quan đến hành chính nhà nước","Một ngành luật xác định hành vi nguy hiểm cho xã hội là tội phạm, đồng thời quy","định hình phạt đối với những tội phạm ấy"
"7","2","single","Ngành luật Hình sự sử dụng phương pháp điều chỉnh nào?","A","Phương pháp quyền uy","Phương pháp quyền uy","Phương pháp hòa giải","Phương pháp thương lượng","Phương pháp thuyết phục"
"7","3","single","Ví dụ nào sau đây minh họa thuộc sự điều chỉnh của ngành Luật Hình sự Việt Nam?","C","Nhà nước xử phạt một cá nhân vì hành vi trộm cắp tài sản","Người tiêu dùng kiện doanh nghiệp vì quảng cáo sai sự thật","Một tổ chức từ thiện kêu gọi quyên góp","Nhà nước xử phạt một cá nhân vì hành vi trộm cắp tài sản","Hai công ty tranh chấp hợp đồng"
"7","4","single","So sánh sự khác nhau giữa tính nguy hiểm cho xã hội và tính trái pháp luật hình sự?","B","Tính nguy hiểm cho xã hội liên quan đến thiệt hại do hành vi gây ra, tính trái pháp luật hình sự liên quan đến việc hành vi đó có được quy định trong Bộ luật hình sự hay không","Tính nguy hiểm cho xã hội là yếu tố duy nhất để xác định tội phạm","Tính nguy hiểm cho xã hội liên quan đến thiệt hại do hành vi gây ra, tính trái pháp luật hình sự liên quan đến việc hành vi đó có được quy định trong Bộ luật hình sự hay không","Tính nguy hiểm cho xã hội chỉ áp dụng cho tội phạm nghiêm trọng, còn tính trái pháp luật hình sự áp dụng cho mọi hành vi","Tính nguy hiểm cho xã hội không cần xem xét hậu quả, tính trái pháp luật hình sự luôn cần xem xét"
"7","5","single","Lê Tiến Duy là một tài xế lái xe tải chuyên chở hàng hóa. Trong một chuyến đi, Duy nghĩ mình đã lái xe rất nhiều năm nên không cần phải kiểm tra lại các thiết bị an toàn của xe như phanh, đèn, và lốp và tự tin rằng mình có thể lái xe an toàn trên mọi hành trình. Khi đang lái xe trên đường cao tốc, Duy đã không chú ý đến tình trạng của phanh, dẫn đến việc phanh không hoạt động khi cần thiết. Trong lúc cố gắng dừng xe, Duy đã tông vào một xe khác đang dừng bên đường, gây ra tai nạn nghiêm trọng và làm một người bị thương nặng. Hãy thực hiện việc xác định lỗi của Duy trong tình huống trên?","D","Lỗi vô ý do quá tự tin","Lỗi cố ý gián tiếp","Lỗi cố ý trực tiếp","Lỗi vô ý do cẩu thả","Lỗi vô ý do quá tự tin"
"7","6","single","Nguyễn Hồng Sơn là một công nhân xây dựng tại một công trình lớn. Trong quá trình làm việc, Sơn được giao nhiệm vụ tháo dỡ một phần của công trình. Tuy nhiên, do chủ quan và không tuân thủ quy trình an toàn lao động, Sơn đã không sử dụng các thiết bị bảo hộ cần thiết và không kiểm tra kỹ lưỡng tình trạng của các cấu trúc trước khi tháo dỡ. Khi Sơn đang thực hiện công việc, một phần của tường bất ngờ đổ sập, làm bị thương một đồng nghiệp đứng gần đó. Hậu quả là đồng nghiệp của Sơn phải nhập viện do chấn thương nghiêm trọng. Hãy thực hiện việc xác định lỗi của Sơn trong tình huống trên?","D","Lỗi vô ý do cẩu thả","Lỗi vô ý do quá tự tin","Lỗi cố ý trực tiếp","Lỗi cố ý gián tiếp","Lỗi vô ý do cẩu thả"
"7","7","single","Bệnh viện An Việt vừa nhận được phản ánh từ bệnh nhân về việc một bác sĩ tên Trần Minh Thành đã kê đơn thuốc không cần thiết cho họ chỉ để nhận hoa hồng từ công ty dược phẩm. Bác sĩ Thành đã biết rõ rằng các thuốc này không có tác dụng đối với tình trạng sức khỏe của bệnh nhân nhưng vẫn cố tình kê đơn để thu lợi cá nhân. Sau khi điều tra, cơ quan chức năng đã xác định hành vi của bác sĩ Thành là vi phạm pháp luật trong lĩnh vực y tế và đã tiến hành bắt giữ để điều tra. Hãy lựa chọn chủ thể vi phạm hình sự trong tình huống trên?","C","Bác sĩ Trần Minh Thành","Bệnh viện An Việt","Công ty dược phẩm","Bác sĩ Trần Minh Thành","Bệnh nhân"
"7","8","single","Anh Hùng (sinh năm 2000) làm nghề sửa xe máy có quan hệ làm ăn với anh Nhân (sinh năm 2002) làm nghề buôn bán xe máy. Ngày 16/9/2021, anh Hùng sang nhà anh Nhân chơi nhưng anh Nhân không có nhà. Hùng về kể với Khoa và Minh, Khoa xui Hùng đến nhà Nhân lấy trộm xe. Hùng lại quay lại nhà Nhân, lẻn ra sau nhà dùng búa và xà beng đục tường và lấy đi một chiếc xe Piagio Liberty trị giá 60 triệu đồng. Hùng gửi nhờ xe máy ở nhà Khoa (2001). Sau đó, Hùng gọi điện cho Minh (1993) nhờ Minh tiêu thụ xe ăn trộm được. Cả ba tính bán được xe sẽ ăn chia với tỷ lệ 2-1-1. Thực hiện việc xác định đồng phạm trong tình huống trên?","B","Khoa và Minh","Khoa và Nhân","Khoa và Minh","Hùng và Minh","Hùng và Khoa"
