lesson_no,question_no,type,question,correct_letters,correct_answers,option_a,option_b,option_c,option_d
"6","17","single","Tại sao dịch vụ cá nhân hóa là yếu tố quan trọng trong chuỗi giá trị?","B","Cải thiện trải nghiệm khách hàng dựa trên hành vi cá nhân.","Loại bỏ nhu cầu cải tiến công nghệ.","Cải thiện trải nghiệm khách hàng dựa trên hành vi cá nhân.","Tăng cường giao tiếp trực tiếp với khách hàng.","Giảm nhu cầu sử dụng dữ liệu khách hàng."
"6","18","single","Đặc điểm nào dưới đây đúng với hành vi tiêu dùng trực tuyến?","A","Khách hàng dựa nhiều vào đánh giá và thông tin trực tuyến.","Khách hàng dựa nhiều vào đánh giá và thông tin trực tuyến.","Không bị ảnh hưởng bởi quảng cáo trực tuyến.","Chỉ mua các sản phẩm có thương hiệu lớn.","Luôn yêu cầu thử sản phẩm trước khi mua."
"6","19","single","Giai đoạn ""tìm kiếm thông tin"" trong hành vi mua trực tuyến thường sử dụng gì?","D","Đánh giá sản phẩm từ khách hàng khác trên nền tảng TMĐT.","Khảo sát trực tiếp tại cửa hàng.","Dữ liệu từ báo cáo doanh nghiệp.","Chương trình khuyến mãi offline.","Đánh giá sản phẩm từ khách hàng khác trên nền tảng TMĐT."
"6","20","single","Giao dịch B2G đóng vai trò gì trong cải cách hành chính?","B","Tăng tính minh bạch và hiệu quả trong đấu thầu và cung cấp dịch vụ công.","Giảm số lượng doanh nghiệp tham gia đấu thầu.","Tăng tính minh bạch và hiệu quả trong đấu thầu và cung cấp dịch vụ công.","Tăng sự phức tạp của thủ tục hành chính.","Giới hạn phạm vi cung cấp dịch vụ công."
"6","21","single","Cá nhân hóa trải nghiệm mua hàng dựa trên điều gì?","B","Hành vi duyệt web và lịch sử mua sắm của khách hàng.","Ý kiến của đối thủ cạnh tranh.","Hành vi duyệt web và lịch sử mua sắm của khách hàng.","Tăng giá sản phẩm để tạo ấn tượng.","Dữ liệu từ khảo sát ngẫu nhiên"
"6","22","single","Tại sao giao dịch TMĐT cần chính sách bảo vệ người tiêu dùng?","C","Để xây dựng lòng tin và giảm rủi ro cho khách hàng.","Để tăng chi phí cho người bán.","Để hạn chế người mua tiếp cận sản phẩm.","Để xây dựng lòng tin và giảm rủi ro cho khách hàng.","Để giảm doanh thu của doanh nghiệp."
"6","23","single","Vai trò của marketing trong chuỗi giá trị là gì?","A","Quảng bá sản phẩm và thu hút khách hàng tiềm năng","Quảng bá sản phẩm và thu hút khách hàng tiềm năng","Tăng tốc độ giao hàng","Xử lý khiếu nại từ khách hàng","Đảm bảo chất lượng sản phẩm trước khi giao hàng"
"6","24","single","Chuỗi giá trị trong thương mại điện tử bao gồm:","D","Các hoạt động trên nền tảng số để cung cấp sản phẩm/dịch vụ đến khách hàng","Chỉ tập trung và dịch vụ khách hàng sau bán","Các hoạt động sản xuất vật lý và giao diện","Gồm các hoạt động tài chính và nhân sự","Các hoạt động trên nền tảng số để cung cấp sản phẩm/dịch vụ đến khách hàng"
"6","25","single","Ví dụ nào thể hiện một chuỗi giá trị hiệu quả trong thương mại điện tử?","B","Sử dụng hệ thống ERP để tối ưu hóa quản lý kho","Tăng số lượng nhân viên bán hàng trực tiếp","Sử dụng hệ thống ERP để tối ưu hóa quản lý kho","Tăng chi phí quảng cáo ngoại tuyến","Hạn chế ứng dụng công nghệ AI"
"6","26","single","Hoạt động nào thuộc về hậu cần đầu vào trong chuỗi giá trị?","A","Quản lý kho hàng và chuỗi cung ứng","Quản lý kho hàng và chuỗi cung ứng","Thiết kế chương trình quảng cáo","Giao hàng cho khách hàng cuối","Xử lý đối trả sản phẩm"
"6","27","single","Vì sao giao dịch TMDT thúc đẩy kinh tế số?","B","Vì tăng cường tiếp cận thị trường toàn cầu và giảm chi phí vận hành","Vì chỉ hoạt động trong phạm vi địa phương","Vì tăng cường tiếp cận thị trường toàn cầu và giảm chi phí vận hành","Vì không yêu cầu tích hợp công nghệ","Vì giảm thiểu sự phụ thuộc vào các ngành khác"
"6","28","single","Ưu điểm chính của giao dịch TMDT là gì?","B","Giảm chi phí và thời gian giao dịch","Hạn chế mở rộng thị trường","Giảm chi phí và thời gian giao dịch","Tăng chí phí vận chuyển","Chỉ áp dụng cho doanh nghiệp lớn"
"6","29","single","Thái độ của khách hàng với website ảnh hưởng thế nào đến quyết định mua hàng ?","D","Thái độ tích cực làm tăng khả năng hoàn tất giao dịch","Thái độ tiêu cực không ảnh hưởng đến hành vi mua hàng","Chỉ thái độ đối với giá cả mới ảnh hưởng","Thái độ không liên quan đến quyết định mua","Thái độ tích cực làm tăng khả năng hoàn tất giao dịch"
"6","30","single","Trong chuỗi giá trị, “dịch vụ hậu mãi” nhằm mục đích:","B","Xứ lý các vấn đề của khách hàng sau khi mua hàng","Cải thiện hệ thống công nghệ nội bộ","Xứ lý các vấn đề của khách hàng sau khi mua hàng","Thu hút khách hàng mới","Quản lý nguồn cung nguyên liệu"
"7","1","single","Thanh toán điện tử là gì?","D","Quá trình thực hiện giao dịch qua các phương tiện điện tử.","Một cách vận chuyển hàng hóa qua internet.","Quá trình thực hiện giao dịch qua tiền mặt.","Trao đổi hàng hóa trực tiếp tại cửa hàng.","Quá trình thực hiện giao dịch qua các phương tiện điện tử."
"7","2","single","Vai trò của cổng thanh toán trong giao dịch điện tử là gì?","B","Là trung gian xử lý và đảm bảo an toàn cho giao dịch.","Là hệ thống định giá sản phẩm.","Là trung gian xử lý và đảm bảo an toàn cho giao dịch.","Là nơi lưu trữ tiền mặt.","Là nơi lưu trữ sản phẩm."
"7","3","single","Là một người tiêu dùng, bạn sẽ chọn phương thức thanh toán điện tử nào cho giao dịch trực tuyến an toàn? Tại sao?","C","Thẻ tín dụng kèm OTP.","Séc.","Tiền mặt.","Thẻ tín dụng kèm OTP.","Thanh toán trực tiếp qua email."
"7","4","single","Loại rủi ro phổ biến trong thanh toán điện tử là gì?","C","Rủi ro bảo mật thông tin.","Rủi ro về chất lượng sản phẩm.","Rủi ro vận chuyển.","Rủi ro bảo mật thông tin.","Rủi ro thay đổi thị trường."
"7","5","single","Yếu tố nào thường dẫn đến mất dữ liệu người dùng?","A","Phần mềm độc hại và thiếu bảo mật.","Phần mềm độc hại và thiếu bảo mật.","Quản lý kho không hiệu quả.","Thiếu các biện pháp sao lưu và phục hồi dữ liệu hiệu quả.","Sai sót trong việc xử lý và cập nhật dữ liệu khách hàng trong hệ thống."
"7","6","single","Lợi ích của việc sử dụng công nghệ mã hóa trong giao dịch là gì?","B","Bảo vệ dữ liệu khỏi bị rò rỉ.","Tăng chi phí giao dịch.","Bảo vệ dữ liệu khỏi bị rò rỉ.","Làm cho giao dịch chậm hơn.","Giảm số lượng giao dịch thành công."
"7","7","single","Vai trò của giáo dục người dùng trong bảo mật thanh toán điện tử là gì?","C","Giúp người dùng phát hiện và phòng tránh rủi ro.","Giảm sự phụ thuộc vào công nghệ.","Hạn chế quyền truy cập của người dùng.","Giúp người dùng phát hiện và phòng tránh rủi ro.","Tăng khả năng phát sinh lỗi giao dịch."
"7","8","single","Yếu tố kỹ thuật nào thường gây rủi ro bảo mật?","B","Lỗi phần mềm hoặc thiết bị không được cập nhật.","Giao tiếp kém giữa người mua và người bán.","Lỗi phần mềm hoặc thiết bị không được cập nhật.","Thiếu thông tin về sản phẩm.","Quá trình vận chuyển chậm."
"7","9","single","Nếu phát hiện giao dịch đáng ngờ trong tài khoản của mình, bạn sẽ làm gì để bảo vệ tài khoản?","D","Báo ngay với ngân hàng và kiểm tra lịch sử giao dịch.","Thay đổi mật khẩu tài khoản và khóa tạm thời tài khoản của mình.","Gửi email đến người bán.","Chặn toàn bộ tài khoản ngân hàng.","Báo ngay với ngân hàng và kiểm tra lịch sử giao dịch."
"7","10","single","Công nghệ nào giúp tăng cường bảo mật cho thanh toán điện tử?","B","Blockchain.","Dịch vụ vận chuyển.","Blockchain.","Mạng xã hội.","Lưu trữ thủ công."
"7","11","single","Al được ứng dụng trong thanh toán điện tử để làm gì?","C","Phát hiện gian lận giao dịch.","Hỗ trợ bán hàng trực tiếp.","Tăng giá trị sản phẩm.","Phát hiện gian lận giao dịch.","Tăng tốc độ vận chuyển."
"7","12","single","Tại sao thanh toán bằng blockchain được coi là bảo mật?","D","Vì ghi lại tất cả các giao dịch trên số cái phân tán","Vì không cần kết nối internet.","Vì không cần xác minh thông tin.","Vì loại bỏ hoàn toàn trung gian.","Vì ghi lại tất cả các giao dịch trên số cái phân tán"
"7","13","single","Lợi ích của thanh toán tự động là gì?","A","Đảm bảo giao dịch định kỳ mà không cần nhập lại thông tin.","Đảm bảo giao dịch định kỳ mà không cần nhập lại thông tin.","Tăng chi phí cho doanh nghiệp.","Yêu cầu người dùng đăng nhập mỗi lần.","Giảm tốc độ xử lý giao dịch."
"7","14","single","Tại sao nhận diện vân tay được sử dụng phổ biến trong thanh toán di động?","A","Vì tăng cường bảo mật và dễ sử dụng.","Vì tăng cường bảo mật và dễ sử dụng.","Vì giảm số lượng giao dịch.","Vì không yêu cầu mã hóa.","Vì không cần thiết bị điện tử."
"7","15","single","Khi triển khai phương thức thanh toán 1-click trên nền tảng TMĐT, yếu tố nào là quan trọng nhất để đảm bảo tính bảo mật và an toàn cho người dùng?","A","Mã hóa dữ liệu và xác thực người dùng.","Mã hóa dữ liệu và xác thực người dùng.","Cung cấp các hình thức thanh toán linh hoạt mà không cần xác thực bổ sung.","Tối ưu hóa giao diện người dùng và giảm thiểu các bước thanh toán.","Sử dụng phương thức thanh toán duy nhất để giảm thiểu sự phức tạp."
"7","16","single","Công cụ nào không được sử dụng trong thanh toán điện tử?","C","Séc ngân hàng.","Mã QR.","Ví điện tử.","Séc ngân hàng.","Thẻ tín dụng."
"7","17","single","Tại sao thanh toán điện tử giúp tăng cường sự tiện lợi?","D","Vì giao dịch có thể thực hiện mọi lúc, mọi nơi qua internet.","Vì không yêu cầu công nghệ bảo mật.","Vì không cần người dùng cung cấp thông tin cá nhân.","Vì chi phí thực hiện rất cao.","Vì giao dịch có thể thực hiện mọi lúc, mọi nơi qua internet."
"7","18","single","Ví dụ nào thể hiện rủi ro hệ thống trong thanh toán điện tử?","A","Lỗi phần mềm làm gián đoạn giao dịch.","Lỗi phần mềm làm gián đoạn giao dịch.","Gian lận trong sản phẩm.","Không tìm thấy sản phẩm trong kho.","Dịch vụ chăm sóc khách hàng không tốt."
"7","19","single","Tại sao gian lận trong giao dịch là vấn đề lớn trong TMĐT?","A","Vì có thể gây mất mát tài chính lớn cho người dùng và doanh nghiệp.","Vì có thể gây mất mát tài chính lớn cho người dùng và doanh nghiệp.","Vì gây ảnh hưởng trực tiếp đến chất lượng sản phẩm.","Vì chỉ liên quan đến các bên trung gian.","Vì làm giảm tốc độ giao hàng"
"7","20","single","Công nghệ nhận diện sinh trắc học bao gồm phương pháp nào?","D","Nhận diện khuôn mặt và vân tay","Quét mã QR.","Thẻ từ.","Xác thực mật khẩu.","Nhận diện khuôn mặt và vân tay"
"7","21","single","Tại sao xác thực hai yếu tố giúp giảm rủi ro thanh toán điện tử?","A","Vì yêu cầu người dùng xác minh danh tính hai lần.","Vì yêu cầu người dùng xác minh danh tính hai lần.","Vì không cần kết nối internet.","Vì giảm thời gian giao dịch.","Vì không cần nhập mật khẩu."
"7","22","single","Tích hợp thanh toán trên các nền tảng TMĐT mang lại lợi ích gì?","B","Tăng cường trải nghiệm người dùng và giảm thời gian giao dịch.","Tăng số lượng lỗi hệ thống.","Tăng cường trải nghiệm người dùng và giảm thời gian giao dịch.","Giảm sự hài lòng của khách hàng.","Hạn chế tính bảo mật."
"7","23","single","Xác thực đa yếu tố giúp giảm thiểu rủi ro bằng cách nào?","D","Yêu cầu người dùng cung cấp nhiều lớp xác minh trước khi giao dịch.","Loại bỏ bước nhập thông tin thanh toán.","Tăng tốc độ giao dịch trực tuyến.","Giảm số lượng giao dịch mỗi ngày.","Yêu cầu người dùng cung cấp nhiều lớp xác minh trước khi giao dịch."
"7","24","single","Tại sao Al giúp cải thiện trải nghiệm người dùng trong thanh toán điện tử?","B","Vì tự động đề xuất phương thức thanh toán hiệu quả.","Vì không cần xác thực.","Vì tự động đề xuất phương thức thanh toán hiệu quả.","Vì loại bỏ hoàn toàn bước bảo mật.","Vì thay đổi thông tin giao dịch."
"7","25","single","Tại sao hợp tác với các dịch vụ bảo mật chuyên nghiệp lại quan trọng?","B","Để phát hiện và khắc phục lỗ hổng bảo mật nhanh chóng.","Để tránh áp dụng quy định pháp lý.","Để phát hiện và khắc phục lỗ hổng bảo mật nhanh chóng.","Để giảm chi phí đầu tư vào công nghệ.","Để tăng hiệu quả giao dịch tài chính."
"7","26","single","Nhược điểm chính của thanh toán điện tử là gì?","B","Phụ thuộc vào thiết bị và kết nối internet.","Không có bảo mật.","Phụ thuộc vào thiết bị và kết nối internet.","Chậm hơn thanh toán truyền thống.","Không thể thực hiện qua ngân hàng."
"7","27","single","Đặc điểm của thanh toán điện tử là gì?","D","Thực hiện nhanh chóng, mọi lúc mọi nơi.","Phụ thuộc hoàn toàn vào tiền mặt.","Không cần internet để thực hiện.","Chậm và không tiện lợi.","Thực hiện nhanh chóng, mọi lúc mọi nơi."
"7","28","single","Một lợi ích chính của thanh toán điện tử là:","A","Tăng tốc độ và tính tiện lợi trong giao dịch.","Tăng tốc độ và tính tiện lợi trong giao dịch.","Giảm tính bảo mật.","Không phụ thuộc vào công nghệ.","Không yêu cầu thiết bị đầu cuối."
"7","29","single","Yếu tố không cần thiết trong thanh toán điện tử là:","D","Máy tính không kết nối internet.","Người bán và người mua.","Cổng thanh toán.","Ngân hàng phát hành.","Máy tính không kết nối internet."
"7","30","single","Ví dụ nào dưới đây là thanh toán điện tử?","C","Quét mã QR để thanh toán.","Thanh toán bằng séc.","Chuyển hàng trực tiếp.","Quét mã QR để thanh toán.","Thanh toán bằng tiền mặt tại quầy."
"8","1","single","Tính bí mật trong an toàn bảo mật thương mại điện tử đảm bảo điều gì?","C","Đảm bảo dữ liệu không bị lộ","Đảm bảo dữ liệu luôn sẵn sàng","Ngăn chặn việc từ chối một hành vi đã làm","Đảm bảo dữ liệu không bị lộ","Đảm bảo chỉ người dùng được ủy quyền mới được phép chỉnh sửa dữ liệu"
"8","2","single","Tính sẵn sàng trong an toàn và bảo mật thương mại điện tử đảm bảo điều gì?","A","Đảm bảo dữ liệu luôn sẵn sàng","Đảm bảo dữ liệu luôn sẵn sàng","Ngăn chặn việc từ chối một hành vi đã làm","Đảm bảo chỉ người dùng được ủy quyền mới được phép chỉnh sửa dữ liệu","Đảm bảo dữ liệu không bị lộ"
"8","3","single","Chữ ký điện tử trong thương mại điện tử được hiểu là gì?","B","Một phương tiện xác nhận danh tính và chấp thuận nội dung dữ liệu thông qua các ký hiệu hoặc mã hóa điện tử","Một hệ thống bảo mật giúp mã hóa toàn bộ nội dung giao dịch.","Một phương tiện xác nhận danh tính và chấp thuận nội dung dữ liệu thông qua các ký hiệu hoặc mã hóa điện tử","Một phần mềm kiểm tra tính toàn vẹn của tài liệu trong giao dịch.","Một loại chữ ký viết tay được quét và lưu trữ dưới dạng điện tử."
"8","4","single","Bảo mật trong thương mại điện tử cần phải đáp ứng những yêu cầu nào dưới đây?","C","Tất cả các đáp án đúng","Tính sẵn sàng","Tính toàn vẹn","Tất cả các đáp án đúng","Tính bí mật"
"8","5","single","Việc tìm cách lừa để lấy được thông tin nhạy cảm của khách hàng trong giao dịch TMĐT là hình thức tấn công trên mạng nào?","D","Tấn công phi kỹ thuật","Không đáp án nào đúng","Cả 2 đáp án đúng","Tấn công kỹ thuật","Tấn công phi kỹ thuật"
"8","6","single","Tấn công Cyber trong TMĐT là?","C","Là một cuộc tấn công điện tử để xâm nhập trái phép trên Internet.","Là hành vi bẻ khoá để xâm nhập trái phép vào máy tính","Là hành vi gian lận, làm giả để thu nhập bất chính","Là một cuộc tấn công điện tử để xâm nhập trái phép trên Internet.","Tất cả đều đúng"
"8","7","single","Tính chống thoái thác trong an toàn và bảo mật thương mại điện tử đảm bảo điều gì?","A","Đảm bảo ngăn chặn việc từ chối một hành vi đã làm.","Đảm bảo ngăn chặn việc từ chối một hành vi đã làm.","Đảm bảo dữ liệu không bị lộ","Đảm bảo chỉ người dùng được ủy quyền mới được phép chỉnh sửa dữ liệu","Đảm bảo dữ liệu luôn sẵn sàng"
"8","8","single","Yếu tố nào dưới đây là điểm khác biệt chính giữa chữ ký điện tử và chữ ký số về cơ chế xác thực?","B","Chữ ký số sử dụng ID kỹ thuật số dựa trên chứng chỉ để xác thực.","Chữ ký điện tử sử dụng các phương pháp mã hóa để xác thực.","Chữ ký số sử dụng ID kỹ thuật số dựa trên chứng chỉ để xác thực.","Chữ ký điện tử xác minh danh tính người ký thông qua chứng chỉ ID kỹ thuật số.","Chữ ký số xác minh danh tỉnh thông qua email hoặc mã PIN."
"8","9","single","Tường lửa có thể kiểm soát những yếu tố nào trong quá trình bảo vệ mạng?","A","Kiểm soát địa chỉ truy nhập, người sử dụng và nội dung thông tin lưu chuyển trên mạng.","Kiểm soát địa chỉ truy nhập, người sử dụng và nội dung thông tin lưu chuyển trên mạng.","Chỉ giám sát các tệp tin được truyền qua Internet.","Kiểm soát lưu trữ tất cả dữ liệu trong hệ thống mạng.","Chỉ kiểm soát luồng dữ liệu từ Intranet ra Internet."
"8","10","single","Phát biểu đúng về Mã hóa công cộng là?","D","Là phương pháp sử dụng hai mã khóa cho quá trình mã hóa, một mã dùng để mã hóa thông điệp, một mã đề giải mã thông điệp","Là phương pháp sử dụng một mã khóa cho quá trình mã hóa","Tất cả đều đúng","Không đáp án nào đùng","Là phương pháp sử dụng hai mã khóa cho quá trình mã hóa, một mã dùng để mã hóa thông điệp, một mã đề giải mã thông điệp"
"8","11","single","Phát biểu đúng về virus tấn công trong TMĐT là?","D","Là đoạn mã chương trình chèn vào máy chủ sau đó lây lan","Là một chương trình xuất hiện với những chức năng hữu dụng nhưng nó bao gồm các chức năng ẩn có các nguy cơ về an ninh","Là một chương trình chạy độc lập","Tất cả các đáp án đúng","Là đoạn mã chương trình chèn vào máy chủ sau đó lây lan"
"8","12","single","Việc sử dụng số thẻ VISA giả để mua bán trên mạng là hình thức đe dọa an toàn TMĐT nào?","A","Gian lận trên mạng","Gian lận trên mạng","Tấn công Cyber","Crackers","Hackers"
"8","13","single","Lỗi xác định các giới hạn an toàn bảo mật TMĐT ở phạm vi hẹp được thể hiện qua nội dung nào dưới đây?","B","Tập trung đến việc đảm bảo an toàn thông tin các mạng nội bộ, không quan tâm đầy đủ đến an toàn trong các đối tác thuộc chuỗi cung ứng","Tất cả đều đúng","Tập trung đến việc đảm bảo an toàn thông tin các mạng nội bộ, không quan tâm đầy đủ đến an toàn trong các đối tác thuộc chuỗi cung ứng","Không đáp án nào đúng","Tập trung đến việc đảm bảo an toàn thông tin các đối tác thuộc chuỗi cung ứng, không quan tâm đầy đủ đến an toàn trong các mạng nội bộ"
"8","14","single","Đâu là các lỗi thường gặp phải trong quản trị an toàn thương mại điện tử?","B","Tất cả các đáp án đúng","Xác định các giới hạn an toàn ở phạm vi hẹp","Tất cả các đáp án đúng","Đánh giá thấp giá trị của tài sản thông tin","Quản trị an toàn mạng tính chất đối phó"
"8","15","single","Trong một sự cố an ninh mạng, một chương trình được phát hiện trên hệ thống máy chủ của công ty. Chương trình này ban đầu được ngụy trang như một công cụ hỗ trợ hữu ích nhưng thực chất đang đánh cấp dữ liệu bí mật. Loại hình tấn công nào dưới đây phù hợp với mô tả trên?","B","Con ngựa thành Tơ-roa (Trojan horse)","Sâu (Worm)","Con ngựa thành Tơ-roa (Trojan horse)","Tin tặc (Hacker)","Virus"
"8","16","single","Trung tâm Chứng thực kỹ thuật số có chức năng gì trong môi trường giao dịch điện tử?","A","Quản lý chứng thực số và cấp chứng thực cho các cá nhân, tổ chức tham gia giao dịch điện tử.","Quản lý chứng thực số và cấp chứng thực cho các cá nhân, tổ chức tham gia giao dịch điện tử.","Xác nhận giao dịch tài chính của các bên tham gia.","Đảm bảo rằng tất cả các giao dịch trong môi trường điện tử đều miễn phí và không bị kiểm duyệt.","Cung cấp mã hóa cho tất cả các thông điệp gửi đi."
"8","17","single","Chứng thực điện từ trong thương mại điện tử có vai trò quan trọng nào dưới đây?","D","Xác nhận danh tính người tham gia giao dịch và bảo mật các khoá công cộng và khoá riêng thông qua cơ quan trung gian.","Đảm bảo sự an toàn của tất cả các giao dịch thương mại trực tuyến mà không cần sự tham gia của bên thứ ba.","Cung cấp các công cụ hỗ trợ mã hóa cho tất cả các văn bản và tài liệu gửi đi.","Đảm bảo rằng tất cả các giao dịch thương mại đều được thực hiện một cách tự động mà không cần sự kiểm tra của cơ quan chứng thực.","Xác nhận danh tính người tham gia giao dịch và bảo mật các khoá công cộng và khoá riêng thông qua cơ quan trung gian."
"8","18","single","Trong thương mại điện tử, khi nào nên sử dụng chữ ký số thay vì chữ ký điện tử?","A","Khi cần bảo mật tài liệu và đảm bảo tính toàn vẹn của dữ liệu.","Khi cần bảo mật tài liệu và đảm bảo tính toàn vẹn của dữ liệu.","Khi muốn đơn giản hóa quy trình ký kết tài liệu mà không cần mã hóa.","Khi tài liệu không yêu cầu xác nhận từ cơ quan chứng nhận tin cậy.","Khi yêu cầu xác minh danh tính người kỷ qua email hoặc mã PIN."
"8","19","single","Vẽ tính bảo mật, tại sao chữ ký số được coi là an toàn hơn chữ ký điện tử?","D","Chữ ký số được mã hóa và xác nhận bởi cơ quan chứng nhận tin cậy.","Chữ ký điện tử có thể được mã hóa nhưng không có quá trình xác nhận.","Chữ ký điện tử có tiêu chuẩn mã hóa cao hơn chữ ký số.","Chữ ký số sử dụng hình ảnh hoặc biểu tượng thay vì mã hóa.","Chữ ký số được mã hóa và xác nhận bởi cơ quan chứng nhận tin cậy."
"8","20","single","Phát biểu nào dưới đây đúng:","D","Mã hóa ""khóa bí mật"" còn gọi là mã hóa đối xứng.","Tất cả đều đùng","Mã hóa ""khóa công khai"" còn gọi là mã hóa đối xứng.","Không đáp án nào đúng","Mã hóa ""khóa bí mật"" còn gọi là mã hóa đối xứng."
"8","21","single","Kỹ thuật mã hóa thông tin trong thương mại điện tử là:","A","Quá trình trộn văn bản với khoá mã tạo thành văn bản không thể đọc được truyền trên mạng","Quá trình trộn văn bản với khoá mã tạo thành văn bản không thể đọc được truyền trên mạng","Quá trình lưu trữ thông tin trên máy chủ để bảo vệ dữ liệu khỏi truy cập trái phép","Quá trình kiểm tra danh tính người dùng trước khi giao dịch trực tuyến","Quá trình tách dữ liệu thành các phần nhỏ để gửi qua các kênh truyền thông khác nhau"
"8","22","single","Tính đáng tin cậy trong thương mại điện tử đảm bảo điều nào dưới đây?","C","Đảm bảo rằng, ngoài những người có quyền, không ai có thể xem các thông điệp và truy cập những dữ liệu có giá trị.","Không có đáp án đúng","Đảm bảo thông tin trong TMĐT không bị thay đổi","Đảm bảo rằng, ngoài những người có quyền, không ai có thể xem các thông điệp và truy cập những dữ liệu có giá trị.","Đảm bảo các bên tham gia thương mại điện tử không phủ định các hành động trực tuyến mà họ đã thực hiện"
"8","23","single","Tính toàn vẹn trong thương mại điện tử đảm bảo điều nào dưới đây?","C","Đảm bảo thông tin trong TMĐT không bị thay đổi","Không đáp án nào đúng","Đảm bảo rằng, ngoài những người có quyền, không ai có thể xem các thông điệp và truy cập những dữ liệu có giá trị.","Đảm bảo thông tin trong TMĐT không bị thay đổi","Đảm bảo các bên tham gia thương mại điện tử không phủ định các hành động trực tuyến mà họ đã thực hiện"
"8","24","single","Tấn công bằng phần mềm vào hệ thống thương mại điện tử thuộc hình thức tấn công trên mạng nào?","C","Tấn công kỹ thuật","Không đáp án nào đúng","Cả 2 đáp án đúng","Tấn công kỹ thuật","Tấn công phi kỹ thuật"
"8","25","single","Gian lận trên mạng trong TMĐT là?","B","Là hành vi gian lận, làm giả để thu nhập bất chính","Là hành vi bẻ khoá để xâm nhập trái phép vào máy tính","Là hành vi gian lận, làm giả để thu nhập bất chính","Là một cuộc tấn công điện tử để xâm nhập trái phép trên internet","Không đáp án nào đùng"
"8","26","single","Đâu là loại tội phạm đe dọa an toàn trong TMĐT?","A","Tất cả các đáp án đúng","Tất cả các đáp án đúng","Crackers","Tấn công Cyber","Hackers (tin tặc)"
"8","27","single","Lý do gây ra lỗi "" quy trình quản trị an toàn trong TMĐT lỗi thời "" là:","A","Cả (1) và (2) đúng","Cả (1) và (2) đúng","Không có đáp án nào đúng","Không thường xuyên bồi dưỡng tri thức và kỹ năng an toàn thông tin cho đội ngũ cán bộ nhân viên (2)","Tổ chức ít khi cập nhật các quy trình đảm bảo an toàn thông tin (1)"
"8","28","single","Mục đích bảo vệ thông tin khách hàng trong thương mại điện tử là gì?","C","Xây dựng niềm tin với khách hàng","Ngăn chặn việc gian lận tài chính","Đảm bảo tính liên tục trong kinh doanh","Xây dựng niềm tin với khách hàng","Bảo vệ lợi ích kinh doanh"
"8","29","single","Trong giao dịch thương mại điện tử, tại sao cần sử dụng giao thức SSL/TLS?","B","Để mã hóa dữ liệu giữa trình duyệt và máy chủ, đảm bảo tính bảo mật và toàn vẹn thông tin.","Để tăng tốc độ tải trang web.","Để mã hóa dữ liệu giữa trình duyệt và máy chủ, đảm bảo tính bảo mật và toàn vẹn thông tin.","Để thay thế hoàn toàn các biện pháp bảo mật khác.","Để lưu trữ thông tin cá nhân của người dùng."
"8","30","single","Yếu tố nào quan trọng nhất trong việc bảo vệ giao dịch thương mại điện tử khỏi gian lận?","C","Sử dụng chứng thực số, xác minh hai bước và hệ thống phát hiện gian lận tự động.","Chỉ sử dụng các phương thức thanh toán phổ biến như thẻ tín dụng.","Kiểm tra thủ công tất cả các giao dịch trước khi xử lý.","Sử dụng chứng thực số, xác minh hai bước và hệ thống phát hiện gian lận tự động.","Không cần biện pháp bảo vệ vì các nền tảng thương mại điện tử đã có sẵn bảo mật."
"9","1","single","Lợi ích nào của kế hoạch kinh doanh TMĐT giúp doanh nghiệp giảm thiểu rủi ro và giải quyết vấn đề?","A","Phân tích SWOT để nhận diện cơ hội và thách thức.","Phân tích SWOT để nhận diện cơ hội và thách thức.","Thu hút nhà đầu tư và đối tác.","Tối ưu hóa chiến lược tiếp thị và bán hàng.","Đảm bảo tính liên tục trong kinh doanh."
"9","2","single","Kế hoạch kinh doanh TMĐT giúp doanh nghiệp tối ưu hóa chiến lược tiếp thị và bán hàng bằng cách nào?","A","Xây dựng chiến lược chuyển đổi khách truy cập thành khách hàng qua website và mạng xã hội.","Xây dựng chiến lược chuyển đổi khách truy cập thành khách hàng qua website và mạng xã hội.","Tăng cường sử dụng chỉ một kênh tiếp thị duy nhất.","Tập trung vào việc giảm chi phí quảng cáo trên mọi nền tảng.","Bỏ qua các chiến lược marketing số và dựa vào quảng cáo truyền thống."
"9","3","single","Khi xây dựng kế hoạch kinh doanh TMĐT, bạn muốn tăng cường khả năng cạnh tranh. Bạn sẽ lựa chọn chiến lược nào để doanh nghiệp của mình có thể khác biệt so với đối thủ?","A","Đầu tư vào công nghệ mới như Al và Big Data để tối ưu hóa quy trình và trải nghiệm khách hàng.","Đầu tư vào công nghệ mới như Al và Big Data để tối ưu hóa quy trình và trải nghiệm khách hàng.","Tăng cường quảng cáo truyền thống và giữ nguyên sản phẩm hiện tại.","Tập trung hoàn toàn vào việc bán sản phẩm qua cửa hàng vật lý.","Giảm giá sản phẩm để thu hút khách hàng mà không thay đổi gì trong chiến lược."
"9","4","single","Quy trình xây dựng kế hoạch kinh doanh gồm mấy bước?","D","4","1","2","3","4"
